        Date        , GPU Clock [MHz] , Memory Clock [MHz] , VCN Clock [MHz] , GPU Temperature [°C] , GPU Load [%] , Memory Used (Dedicated) [MB] , Memory Used (Dynamic) [MB] , GPU Voltage [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2024-07-26 06:48:43 ,          24.0   ,            400.0   ,          11.0   ,               53.0   ,          4   ,                        650   ,                       66   ,         0.718   ,               56.4   ,                  5840   ,
2024-07-26 06:48:44 ,          24.0   ,            400.0   ,          11.0   ,               53.0   ,          4   ,                        650   ,                       66   ,         0.718   ,               56.3   ,                  5840   ,
2024-07-26 06:48:45 ,          24.0   ,            400.0   ,          11.0   ,               54.0   ,          4   ,                        650   ,                       66   ,         0.718   ,               56.3   ,                  5840   ,
2024-07-26 06:48:46 ,          24.0   ,            933.0   ,          11.0   ,               54.0   ,          4   ,                        650   ,                       66   ,         0.718   ,               56.1   ,                  5840   ,
2024-07-26 06:48:47 ,          24.0   ,            400.0   ,          11.0   ,               54.0   ,         14   ,                        650   ,                       66   ,         0.718   ,               56.9   ,                  5839   ,
2024-07-26 06:48:48 ,          24.0   ,            400.0   ,          11.0   ,               53.0   ,         11   ,                        650   ,                       66   ,         0.718   ,               56.9   ,                  5839   ,
2024-07-26 06:48:49 ,         147.0   ,            400.0   ,          11.0   ,               53.0   ,          5   ,                        650   ,                       66   ,         0.718   ,               57.0   ,                  5840   ,
2024-07-26 06:48:50 ,          61.0   ,            400.0   ,          11.0   ,               54.0   ,          4   ,                        650   ,                       66   ,         0.718   ,               56.5   ,                  5839   ,
2024-07-26 06:48:51 ,          35.0   ,            400.0   ,          11.0   ,               53.0   ,          4   ,                        650   ,                       66   ,         0.718   ,               56.3   ,                  5839   ,
2024-07-26 06:48:52 ,          27.0   ,            400.0   ,          11.0   ,               53.0   ,          6   ,                        650   ,                       66   ,         0.718   ,               56.5   ,                  5838   ,
2024-07-26 06:48:53 ,          25.0   ,            400.0   ,          11.0   ,               53.0   ,          4   ,                        650   ,                       66   ,         0.718   ,               56.4   ,                  5836   ,
2024-07-26 06:48:54 ,          24.0   ,            400.0   ,          11.0   ,               54.0   ,          4   ,                        650   ,                       66   ,         0.718   ,               56.1   ,                  5836   ,
2024-07-26 06:48:55 ,          24.0   ,            933.0   ,          11.0   ,               54.0   ,          4   ,                        650   ,                       66   ,         0.718   ,               56.1   ,                  5835   ,
2024-07-26 06:48:56 ,         147.0   ,            933.0   ,          11.0   ,               52.0   ,          4   ,                        650   ,                       66   ,         0.718   ,               56.0   ,                  5835   ,
2024-07-26 06:48:57 ,          61.0   ,            400.0   ,          11.0   ,               54.0   ,          4   ,                        650   ,                       66   ,         0.718   ,               55.9   ,                  5818   ,
2024-07-26 06:48:58 ,          35.0   ,            400.0   ,          11.0   ,               53.0   ,          4   ,                        650   ,                       66   ,         0.718   ,               55.8   ,                  5819   ,
2024-07-26 06:48:59 ,          27.0   ,            400.0   ,          11.0   ,               53.0   ,          4   ,                        650   ,                       66   ,         0.718   ,               55.8   ,                  5817   ,
